EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM306,36,36-45,No,Non_Travel,Research & Development,24,Life Sciences,Poor,Female,2,Laboratory Technician,Poor,Married,5674,Y,No,15,Average,11,9,8,0,8.0
RM359,36,36-45,No,Non_Travel,Sales,1,Medical,Good,Female,2,Sales Executive,Good,Single,6653,Y,No,15,Average,7,1,0,0,3.0
RM360,36,36-45,No,Travel_Frequently,Sales,3,Medical,Poor,Male,3,Sales Executive,Good,Married,9699,Y,No,11,Average,16,13,9,1,3.0
RM378,36,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Good,Female,1,Research Scientist,Average,Married,2543,Y,No,13,Average,6,2,2,2,2.0
RM385,36,36-45,No,Travel_Rarely,Sales,2,Medical,Poor,Male,3,Sales Executive,Average,Married,7596,Y,No,13,Average,10,10,9,9,0.0
RM443,36,36-45,No,Non_Travel,Sales,10,Medical,Poor,Male,3,Sales Executive,Good,Single,9980,Y,No,14,Average,10,10,3,9,7.0
RM512,36,36-45,No,Travel_Rarely,Research & Development,9,Medical,Poor,Male,2,Manufacturing Director,Poor,Divorced,8847,Y,Yes,11,Average,13,3,2,0,2.0
RM542,36,36-45,No,Non_Travel,Research & Development,8,Life Sciences,Poor,Female,3,Research Director,Poor,Married,11713,Y,No,14,Average,10,8,7,0,5.0
RM570,36,36-45,No,Non_Travel,Sales,8,Life Sciences,Poor,Male,3,Sales Executive,Poor,Single,7587,Y,No,15,Average,10,10,7,0,9.0
RM594,36,36-45,No,Travel_Rarely,Research & Development,1,Other,Average,Female,2,Manufacturing Director,Poor,Married,5228,Y,No,15,Average,10,9,7,0,5.0
RM600,36,36-45,No,Travel_Rarely,Human Resources,13,Human Resources,Average,Male,1,Human Resources,Poor,Married,2143,Y,No,13,Average,8,5,2,0,4.0
RM622,36,36-45,No,Travel_Rarely,Sales,1,Life Sciences,Poor,Male,2,Sales Executive,Good,Married,6201,Y,Yes,14,Average,18,18,14,4,11.0
RM634,36,36-45,No,Travel_Rarely,Human Resources,8,Life Sciences,Poor,Male,1,Human Resources,Poor,Married,2342,Y,No,21,Good,6,5,4,0,3.0
RM665,36,36-45,No,Travel_Rarely,Research & Development,14,Life Sciences,Average,Male,2,Healthcare Representative,Good,Married,6586,Y,Yes,17,Average,17,16,8,4,11.0
RM681,36,36-45,No,Travel_Rarely,Research & Development,7,Other,Poor,Male,1,Research Scientist,Good,Single,4678,Y,No,18,Average,8,6,2,0,1.0
RM688,36,36-45,No,Travel_Rarely,Research & Development,2,Medical,Average,Male,1,Laboratory Technician,Average,Single,2519,Y,No,21,Good,16,11,8,3,9.0
RM694,36,36-45,Yes,Travel_Rarely,Sales,3,Life Sciences,Average,Male,3,Sales Executive,Good,Married,10325,Y,Yes,11,Average,16,16,7,3,7.0
RM709,36,36-45,No,Non_Travel,Sales,8,Technical Degree,Poor,Male,2,Sales Executive,Good,Divorced,5079,Y,No,13,Average,12,7,7,0,7.0
RM753,36,36-45,Yes,Travel_Rarely,Research & Development,16,Life Sciences,Average,Female,1,Laboratory Technician,Poor,Single,2743,Y,No,16,Average,18,17,13,15,14.0
RM762,36,36-45,Yes,Travel_Rarely,Research & Development,15,Other,Poor,Male,2,Laboratory Technician,Average,Divorced,4834,Y,No,14,Average,9,1,0,0,0.0
RM774,36,36-45,No,Travel_Rarely,Research & Development,12,Medical,Good,Female,3,Manufacturing Director,Good,Single,8858,Y,No,11,Average,15,14,8,7,8.0
RM818,36,36-45,No,Non_Travel,Research & Development,18,Life Sciences,Poor,Male,2,Manufacturing Director,Good,Single,7779,Y,No,20,Good,18,11,9,0,9.0
RM874,36,36-45,No,Travel_Rarely,Research & Development,6,Life Sciences,Average,Male,1,Laboratory Technician,Average,Divorced,2741,Y,No,14,Average,7,7,7,1,7.0
RM883,36,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,Average,Female,3,Manufacturing Director,Poor,Divorced,10252,Y,Yes,21,Good,17,7,7,7,7.0
RM901,36,36-45,No,Travel_Frequently,Research & Development,3,Technical Degree,Average,Male,1,Research Scientist,Poor,Married,3692,Y,No,12,Average,12,11,10,0,7.0
RM928,36,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Average,Female,2,Manufacturing Director,Poor,Single,5410,Y,Yes,11,Average,18,16,14,5,12.0
RM943,36,36-45,No,Travel_Rarely,Research & Development,10,Technical Degree,Good,Female,3,Healthcare Representative,Average,Married,7094,Y,No,12,Average,10,7,7,1,7.0
RM969,36,36-45,No,Travel_Frequently,Sales,7,Marketing,Poor,Female,2,Sales Executive,Poor,Married,4639,Y,No,16,Average,17,15,7,6,13.0
RM1012,36,36-45,No,Travel_Rarely,Sales,3,Marketing,Poor,Female,2,Sales Executive,Poor,Single,9278,Y,Yes,16,Average,15,5,4,0,1.0
RM1019,36,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,Poor,Male,2,Laboratory Technician,Good,Single,5810,Y,No,16,Average,10,10,4,1,8.0
RM1020,36,36-45,No,Travel_Rarely,Sales,16,Marketing,Average,Female,2,Sales Executive,Poor,Married,5647,Y,No,13,Average,11,3,2,0,2.0
RM1103,36,36-45,No,Travel_Rarely,Sales,2,Life Sciences,Average,Male,1,Sales Representative,Good,Single,2644,Y,Yes,21,Good,7,3,2,1,2.0
RM1122,36,36-45,No,Travel_Rarely,Sales,1,Life Sciences,Poor,Female,2,Sales Executive,Average,Single,6815,Y,No,13,Average,15,1,0,0,0.0
RM1129,36,36-45,No,Travel_Frequently,Research & Development,6,Life Sciences,Poor,Male,2,Laboratory Technician,Poor,Married,5562,Y,Yes,13,Average,9,3,2,0,2.0
RM1146,36,36-45,No,Travel_Rarely,Research & Development,12,Life Sciences,Average,Female,2,Manufacturing Director,Average,Married,4663,Y,Yes,12,Average,7,3,2,1,1.0
RM1174,36,36-45,No,Travel_Rarely,Research & Development,5,Life Sciences,Poor,Female,3,Healthcare Representative,Poor,Married,8008,Y,No,12,Average,9,3,2,0,2.0
RM1181,36,36-45,No,Travel_Rarely,Research & Development,7,Life Sciences,Poor,Male,1,Laboratory Technician,Poor,Single,2013,Y,No,11,Average,15,4,3,1,3.0
RM1183,36,36-45,No,Non_Travel,Research & Development,1,Medical,Good,Female,2,Manufacturing Director,Average,Married,4374,Y,No,15,Average,4,3,2,1,2.0
RM1184,36,36-45,No,Travel_Rarely,Research & Development,3,Life Sciences,Good,Male,2,Healthcare Representative,Poor,Divorced,6842,Y,No,20,Good,13,5,4,0,4.0
RM1200,36,36-45,No,Travel_Rarely,Research & Development,26,Life Sciences,Poor,Male,2,Healthcare Representative,Average,Married,5347,Y,No,14,Average,10,3,2,0,2.0
RM1221,36,36-45,No,Travel_Rarely,Sales,2,Life Sciences,Average,Female,2,Sales Representative,Good,Single,4502,Y,No,15,Average,17,13,7,6,7.0
RM1237,36,36-45,Yes,Travel_Rarely,Sales,13,Marketing,Poor,Male,2,Sales Executive,Poor,Divorced,6134,Y,Yes,13,Average,16,2,2,2,2.0
RM1279,36,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,Good,Male,3,Healthcare Representative,Poor,Married,8321,Y,Yes,13,Average,15,12,8,5,7.0
RM1316,36,36-45,No,Travel_Rarely,Research & Development,2,Other,Good,Female,2,Research Scientist,Poor,Married,6962,Y,Yes,22,Good,15,1,0,0,0.0
RM1341,36,36-45,No,Travel_Rarely,Sales,10,Technical Degree,Poor,Female,2,Sales Executive,Average,Married,5673,Y,Yes,13,Average,10,10,9,1,7.0
RM1348,36,36-45,No,Travel_Frequently,Human Resources,2,Human Resources,Poor,Male,2,Human Resources,Good,Single,3886,Y,No,21,Good,10,10,1,0,8.0
RM1356,36,36-45,No,Travel_Rarely,Sales,17,Marketing,Average,Male,2,Sales Executive,Poor,Married,5507,Y,No,16,Average,12,4,2,1,3.0
RM1384,36,36-45,No,Non_Travel,Research & Development,9,Life Sciences,Poor,Male,1,Laboratory Technician,Poor,Married,2810,Y,No,22,Good,5,5,4,0,2.0
RM1440,36,36-45,No,Travel_Rarely,Sales,3,Medical,Poor,Female,3,Sales Executive,Good,Married,7644,Y,No,19,Average,10,9,7,3,4.0
RM1441,36,36-45,No,Travel_Frequently,Research & Development,4,Life Sciences,Good,Female,2,Manufacturing Director,Poor,Divorced,5131,Y,No,13,Average,18,4,2,0,2.0
RM1448,36,36-45,No,Non_Travel,Sales,15,Marketing,Good,Male,2,Sales Executive,Good,Divorced,5406,Y,No,24,Good,15,15,12,11,11.0
RM1454,36,36-45,No,Travel_Rarely,Sales,11,Marketing,Poor,Female,2,Sales Executive,Good,Married,6652,Y,No,13,Average,8,6,3,0,0.0
RM1466,36,36-45,No,Travel_Frequently,Research & Development,23,Medical,Average,Male,2,Laboratory Technician,Good,Married,2571,Y,No,17,Average,17,5,2,0,3.0
RM1466,36,36-45,No,Travel_Frequently,Research & Development,23,Medical,Average,Male,2,Laboratory Technician,Good,Married,2571,Y,No,17,Average,17,5,2,0,2.0
RM003,37,36-45,Yes,Travel_Rarely,Research & Development,2,Other,Good,Male,1,Laboratory Technician,Average,Single,2090,Y,Yes,15,Average,7,0,0,0,0.0
RM048,37,36-45,No,Travel_Rarely,Research & Development,19,Life Sciences,Poor,Male,1,Research Scientist,Poor,Married,3022,Y,No,21,Good,8,1,0,0,0.0
RM060,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,2,Manufacturing Director,Average,Divorced,5993,Y,No,18,Average,7,7,5,0,7.0
RM079,37,36-45,No,Travel_Rarely,Research & Development,7,Medical,Poor,Male,3,Research Director,Average,Single,13664,Y,No,13,Average,16,5,2,0,2.0
RM101,37,36-45,Yes,Travel_Rarely,Human Resources,6,Human Resources,Average,Male,1,Human Resources,Poor,Divorced,2073,Y,Yes,22,Good,7,3,2,0,2.0
RM105,37,36-45,No,Non_Travel,Research & Development,2,Life Sciences,Average,Male,2,Healthcare Representative,Good,Divorced,5163,Y,No,14,Average,17,1,0,0,0.0
RM116,37,36-45,No,Travel_Rarely,Sales,3,Life Sciences,Average,Male,3,Sales Executive,Good,Single,7428,Y,No,12,Average,12,5,3,1,3.0
RM196,37,36-45,No,Travel_Rarely,Research & Development,21,Life Sciences,Poor,Male,1,Research Scientist,Poor,Married,3564,Y,Yes,12,Average,8,8,7,1,7.0
RM223,37,36-45,No,Travel_Frequently,Research & Development,11,Other,Poor,Male,3,Research Director,Good,Divorced,12185,Y,Yes,14,Average,10,10,8,0,7.0
RM227,37,36-45,No,Travel_Frequently,Sales,4,Marketing,Poor,Male,1,Sales Representative,Good,Divorced,2793,Y,No,17,Average,13,9,8,5,8.0
RM249,37,36-45,No,Travel_Rarely,Research & Development,1,Medical,Average,Female,1,Research Scientist,Poor,Married,3920,Y,No,14,Average,17,3,1,0,3.0
RM251,37,36-45,Yes,Travel_Frequently,Research & Development,10,Medical,Poor,Male,3,Manufacturing Director,Average,Divorced,10048,Y,No,11,Average,17,1,0,0,3.0
RM274,37,36-45,No,Travel_Rarely,Sales,6,Medical,Average,Male,2,Sales Executive,Good,Married,6502,Y,No,14,Average,7,5,4,0,1.0
RM276,37,36-45,No,Non_Travel,Research & Development,1,Medical,Poor,Female,3,Research Director,Good,Divorced,13603,Y,Yes,18,Average,15,5,2,0,2.0
RM286,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Good,Female,1,Research Scientist,Good,Single,2115,Y,No,12,Average,17,17,12,5,7.0
RM295,37,36-45,No,Travel_Frequently,Research & Development,9,Medical,Poor,Male,1,Research Scientist,Good,Married,2326,Y,Yes,12,Average,4,4,2,1,2.0
RM341,37,36-45,No,Travel_Rarely,Research & Development,5,Medical,Good,Male,2,Manufacturing Director,Good,Divorced,6347,Y,No,16,Average,8,6,2,0,4.0
RM354,37,36-45,No,Travel_Rarely,Research & Development,6,Medical,Average,Male,2,Research Scientist,Poor,Divorced,5974,Y,Yes,13,Average,13,7,7,6,7.0
RM365,37,36-45,No,Travel_Rarely,Research & Development,10,Medical,Average,Female,1,Laboratory Technician,Poor,Married,3452,Y,No,20,Good,17,5,4,0,3.0
RM387,37,36-45,No,Travel_Rarely,Research & Development,14,Life Sciences,Good,Female,1,Laboratory Technician,Poor,Divorced,3034,Y,No,12,Average,18,18,7,12,17.0
RM390,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,Average,Male,2,Manufacturing Director,Poor,Single,4197,Y,Yes,12,Average,18,1,0,0,1.0
RM399,37,36-45,No,Non_Travel,Research & Development,25,Medical,Poor,Female,2,Research Scientist,Average,Married,4449,Y,Yes,15,Average,15,13,11,10,7.0
RM465,37,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,Poor,Female,3,Manufacturing Director,Good,Single,7491,Y,No,17,Average,12,6,5,1,2.0
RM468,37,36-45,No,Non_Travel,Sales,9,Medical,Poor,Male,3,Sales Executive,Poor,Divorced,8834,Y,No,13,Average,9,9,5,7,7.0
RM473,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Female,2,Manufacturing Director,Poor,Married,6447,Y,No,12,Average,8,6,5,4,3.0
RM487,37,36-45,No,Travel_Rarely,Sales,2,Marketing,Good,Male,2,Sales Executive,Average,Married,9602,Y,Yes,11,Average,17,3,0,1,0.0
RM507,37,36-45,No,Travel_Rarely,Research & Development,3,Other,Average,Male,3,Manufacturing Director,Average,Married,9434,Y,No,15,Average,10,10,7,7,8.0
RM523,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,Good,Male,1,Research Scientist,Good,Single,4680,Y,No,17,Average,4,1,0,0,0.0
RM578,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,Good,Female,1,Research Scientist,Poor,Divorced,2782,Y,Yes,13,Average,6,5,3,4,3.0
RM629,37,36-45,No,Travel_Rarely,Sales,16,Marketing,Good,Male,2,Sales Executive,Average,Divorced,6334,Y,No,19,Average,9,1,0,0,0.0
RM649,37,36-45,No,Travel_Frequently,Sales,21,Medical,Average,Female,1,Sales Representative,Good,Married,2973,Y,No,15,Average,10,5,4,0,0.0
RM653,37,36-45,No,Non_Travel,Sales,19,Medical,Poor,Male,3,Sales Executive,Poor,Single,7642,Y,Yes,13,Average,10,10,0,0,9.0
RM696,37,36-45,Yes,Travel_Rarely,Sales,1,Life Sciences,Poor,Male,3,Sales Executive,Average,Married,10609,Y,No,11,Average,17,14,1,11,7.0
RM745,37,36-45,Yes,Travel_Rarely,Research & Development,11,Medical,Poor,Female,2,Healthcare Representative,Poor,Married,4777,Y,No,15,Average,15,1,0,0,0.0
RM768,37,36-45,No,Travel_Rarely,Research & Development,3,Other,Good,Female,2,Healthcare Representative,Poor,Single,4107,Y,No,15,Average,8,4,3,0,1.0
RM796,37,36-45,No,Travel_Rarely,Sales,10,Life Sciences,Good,Female,2,Sales Executive,Good,Divorced,6694,Y,Yes,14,Average,8,1,0,0,0.0
RM833,37,36-45,No,Travel_Rarely,Research & Development,25,Medical,Average,Female,2,Healthcare Representative,Good,Divorced,5731,Y,No,13,Average,9,6,2,1,3.0
RM856,37,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Good,Female,2,Manufacturing Director,Good,Married,6474,Y,No,13,Average,14,14,8,3,11.0
RM990,37,36-45,No,Travel_Rarely,Research & Development,4,Life Sciences,Average,Male,1,Research Scientist,Average,Married,2996,Y,Yes,15,Average,8,6,4,1,3.0
RM1002,37,36-45,No,Travel_Rarely,Research & Development,11,Medical,Poor,Female,1,Laboratory Technician,Average,Single,3629,Y,No,18,Average,8,3,2,0,2.0
RM1023,37,36-45,No,Non_Travel,Research & Development,5,Technical Degree,Average,Male,1,Laboratory Technician,Average,Single,3500,Y,No,14,Average,7,6,5,1,3.0
RM1090,37,36-45,No,Travel_Rarely,Research & Development,13,Medical,Poor,Male,2,Research Scientist,Good,Married,4285,Y,No,17,Average,10,10,8,3,7.0
RM1159,37,36-45,No,Travel_Rarely,Research & Development,19,Life Sciences,Average,Male,2,Manufacturing Director,Average,Married,5768,Y,No,17,Average,9,4,3,0,2.0
RM1164,37,36-45,No,Travel_Rarely,Research & Development,10,Medical,Poor,Female,1,Research Scientist,Poor,Married,3936,Y,No,11,Average,8,8,4,7,7.0
RM1212,37,36-45,No,Travel_Frequently,Sales,1,Medical,Average,Male,2,Sales Executive,Good,Divorced,9525,Y,No,14,Average,6,6,3,1,3.0
RM1277,37,36-45,No,Travel_Rarely,Sales,9,Marketing,Poor,Male,2,Sales Executive,Poor,Married,4189,Y,No,14,Average,5,5,2,0,3.0
RM1281,37,36-45,No,Travel_Rarely,Human Resources,8,Other,Average,Male,2,Human Resources,Poor,Divorced,4071,Y,No,13,Average,19,10,0,4,7.0
RM1292,37,36-45,Yes,Travel_Rarely,Research & Development,10,Medical,Good,Male,2,Manufacturing Director,Poor,Single,4213,Y,No,15,Average,10,10,3,0,8.0
RM1345,37,36-45,No,Travel_Rarely,Research & Development,7,Medical,Good,Male,2,Research Scientist,Poor,Married,4284,Y,Yes,22,Good,16,5,3,0,4.0
RM1433,37,36-45,No,Travel_Rarely,Research & Development,10,Life Sciences,Average,Female,3,Research Director,Good,Married,13744,Y,Yes,25,Good,16,16,11,6,8.0
RM009,38,36-45,No,Travel_Frequently,Research & Development,23,Life Sciences,Good,Male,3,Manufacturing Director,Average,Single,9526,Y,No,21,Good,10,9,7,1,3.0
RM020,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Good,Male,1,Research Scientist,Good,Single,3944,Y,Yes,11,Average,6,3,2,1,2.0
RM062,38,36-45,No,Travel_Frequently,Research & Development,29,Life Sciences,Good,Female,2,Laboratory Technician,Good,Single,2406,Y,No,11,Average,10,10,3,9,9.0
RM084,38,36-45,No,Non_Travel,Research & Development,6,Medical,Poor,Female,2,Research Scientist,Good,Divorced,5329,Y,Yes,12,Average,17,13,11,1,9.0
RM143,38,36-45,No,Travel_Rarely,Research & Development,3,Technical Degree,Good,Female,2,Research Scientist,Average,Single,4317,Y,Yes,20,Good,19,3,2,2,3.0
RM169,38,36-45,No,Travel_Rarely,Sales,1,Life Sciences,Poor,Female,2,Sales Executive,Good,Single,8686,Y,No,22,Good,12,8,3,0,7.0
RM180,38,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,Average,Female,1,Laboratory Technician,Good,Single,2288,Y,No,12,Average,2,2,2,2,1.0
RM199,38,36-45,No,Travel_Rarely,Research & Development,2,Life Sciences,Good,Male,2,Manufacturing Director,Average,Married,6553,Y,No,14,Average,14,1,0,0,0.0
RM200,38,36-45,No,Travel_Rarely,Research & Development,29,Technical Degree,Good,Male,2,Manufacturing Director,Good,Married,6261,Y,No,18,Average,9,7,7,1,7.0
RM205,38,36-45,Yes,Travel_Rarely,Research & Development,29,Medical,Poor,Male,2,Healthcare Representative,Poor,Married,6673,Y,Yes,19,Average,17,1,0,0,0.0
RM224,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,Poor,Male,3,Sales Executive,Average,Divorced,10609,Y,No,12,Average,17,16,10,5,13.0
RM262,38,36-45,No,Non_Travel,Sales,2,Life Sciences,Good,Male,2,Sales Executive,Good,Married,5249,Y,No,18,Average,13,8,7,7,5.0
RM278,38,36-45,No,Travel_Rarely,Sales,7,Medical,Poor,Female,2,Sales Executive,Poor,Divorced,5605,Y,Yes,24,Good,8,8,0,7,7.0
RM288,38,36-45,No,Travel_Rarely,Research & Development,23,Life Sciences,Good,Male,2,Healthcare Representative,Good,Divorced,5745,Y,No,14,Average,10,2,2,1,2.0
RM308,38,36-45,No,Travel_Rarely,Research & Development,25,Life Sciences,Poor,Female,3,Research Director,Poor,Married,12061,Y,No,17,Average,19,10,8,0,1.0
RM342,38,36-45,No,Travel_Rarely,Research & Development,15,Life Sciences,Average,Male,3,Research Director,Good,Divorced,11510,Y,Yes,14,Average,12,11,10,2,9.0
RM417,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,Good,Male,1,Laboratory Technician,Good,Married,1702,Y,Yes,23,Good,1,1,0,0,0.0
RM472,38,36-45,No,Travel_Rarely,Research & Development,10,Medical,Average,Female,2,Healthcare Representative,Average,Married,9824,Y,No,19,Average,18,1,0,0,0.0
RM491,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Average,Female,1,Research Scientist,Poor,Single,2619,Y,No,17,Average,8,0,0,0,0.0
RM519,38,36-45,No,Travel_Rarely,Sales,7,Marketing,Good,Female,2,Sales Executive,Good,Single,4028,Y,No,20,Good,8,7,7,0,5.0
RM530,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Female,2,Healthcare Representative,Good,Single,7625,Y,No,13,Average,10,9,7,1,8.0
RM543,38,36-45,No,Travel_Rarely,Research & Development,1,Life Sciences,Average,Female,3,Manufacturing Director,Average,Single,7861,Y,Yes,14,Average,10,1,0,0,0.0
RM560,38,36-45,No,Travel_Rarely,Research & Development,2,Medical,Good,Male,1,Research Scientist,Average,Married,3057,Y,Yes,13,Average,6,1,0,0,1.0
RM579,38,36-45,No,Travel_Frequently,Research & Development,2,Life Sciences,Poor,Female,2,Manufacturing Director,Poor,Single,5980,Y,Yes,12,Average,17,15,7,4,12.0
RM606,38,36-45,No,Travel_Frequently,Research & Development,12,Life Sciences,Poor,Male,2,Healthcare Representative,Poor,Divorced,6288,Y,No,15,Average,13,4,3,1,2.0
RM643,38,36-45,No,Travel_Rarely,Sales,9,Marketing,Poor,Male,1,Sales Representative,Poor,Married,2899,Y,No,19,Average,3,2,2,1,2.0
RM682,38,36-45,No,Travel_Rarely,Research & Development,1,Technical Degree,Good,Female,3,Research Director,Poor,Married,13582,Y,No,13,Average,15,15,12,5,11.0
RM704,38,36-45,No,Non_Travel,Sales,10,Technical Degree,Average,Female,2,Sales Executive,Good,Single,5666,Y,Yes,13,Average,6,5,3,1,3.0
RM723,38,36-45,No,Travel_Frequently,Research & Development,10,Medical,Average,Male,1,Research Scientist,Average,Married,2684,Y,No,17,Average,3,2,1,0,2.0
RM748,38,36-45,No,Travel_Rarely,Sales,3,Life Sciences,Poor,Male,2,Sales Executive,Good,Single,6861,Y,Yes,12,Average,19,1,0,0,0.0
RM766,38,36-45,No,Travel_Frequently,Research & Development,3,Other,Average,Male,1,Research Scientist,Average,Married,2821,Y,No,16,Average,8,2,2,2,2.0
RM785,38,36-45,No,Travel_Rarely,Research & Development,17,Life Sciences,Average,Female,3,Healthcare Representative,Average,Married,8823,Y,No,18,Average,20,19,9,1,9.0
RM808,38,36-45,No,Travel_Rarely,Sales,10,Marketing,Average,Male,3,Sales Executive,Average,Divorced,8740,Y,Yes,14,Average,9,8,7,2,7.0
RM812,38,36-45,No,Travel_Rarely,Sales,2,Marketing,Good,Male,3,Sales Executive,Poor,Single,7351,Y,No,16,Average,10,1,0,0,0.0
RM827,38,36-45,No,Travel_Rarely,Human Resources,1,Human Resources,Average,Male,1,Human Resources,Average,Married,2844,Y,No,13,Average,7,7,6,5,0.0
RM964,38,36-45,No,Travel_Rarely,Sales,2,Life Sciences,Poor,Female,2,Sales Executive,Poor,Divorced,6893,Y,No,15,Average,11,7,7,1,7.0
RM983,38,36-45,No,Travel_Frequently,Research & Development,7,Life Sciences,Good,Male,1,Research Scientist,Average,Divorced,2610,Y,No,11,Average,4,4,2,0,3.0
RM1108,38,36-45,No,Travel_Frequently,Human Resources,10,Human Resources,Average,Male,2,Human Resources,Average,Married,6077,Y,No,11,Average,10,6,3,1,2.0
RM1113,38,36-45,Yes,Travel_Rarely,Research & Development,2,Medical,Average,Male,2,Manufacturing Director,Poor,Married,4855,Y,No,11,Average,7,5,2,1,4.0
RM1120,38,36-45,No,Travel_Rarely,Sales,14,Life Sciences,Average,Male,2,Sales Executive,Poor,Married,9924,Y,No,11,Average,10,9,8,7,7.0
RM1121,38,36-45,No,Travel_Rarely,Sales,16,Life Sciences,Poor,Female,2,Sales Executive,Poor,Single,4198,Y,No,12,Average,8,3,2,1,2.0
RM1162,38,36-45,No,Travel_Rarely,Research & Development,2,Medical,Good,Female,3,Manufacturing Director,Average,Married,7756,Y,Yes,19,Average,10,5,4,0,2.0
RM1188,38,36-45,No,Travel_Frequently,Research & Development,1,Life Sciences,Good,Male,2,Research Scientist,Good,Married,4735,Y,No,15,Average,19,13,11,2,9.0
RM1194,38,36-45,No,Travel_Frequently,Research & Development,2,Medical,Good,Female,1,Laboratory Technician,Poor,Single,2440,Y,No,22,Good,4,4,3,3,3.0
RM1203,38,36-45,No,Travel_Rarely,Research & Development,4,Medical,Good,Female,1,Laboratory Technician,Average,Married,3306,Y,No,19,Average,7,0,0,0,0.0
RM1257,38,36-45,No,Travel_Frequently,Research & Development,2,Medical,Average,Female,1,Laboratory Technician,Poor,Married,2468,Y,No,14,Average,9,6,1,0,5.0
RM1262,38,36-45,No,Travel_Rarely,Research & Development,18,Medical,Poor,Male,2,Healthcare Representative,Good,Married,5811,Y,Yes,16,Average,15,1,0,1,0.0
RM1273,38,36-45,No,Travel_Rarely,Research & Development,6,Other,Good,Female,1,Laboratory Technician,Average,Married,3702,Y,No,11,Average,5,5,4,0,4.0
RM1290,38,36-45,No,Non_Travel,Human Resources,2,Human Resources,Poor,Male,1,Human Resources,Poor,Divorced,2592,Y,No,13,Average,13,11,10,3,8.0
RM1309,38,36-45,No,Travel_Rarely,Sales,2,Marketing,Poor,Female,2,Sales Representative,Good,Married,5405,Y,Yes,20,Good,20,4,2,0,3.0
RM1374,38,36-45,No,Travel_Frequently,Research & Development,8,Medical,Good,Female,2,Research Scientist,Poor,Divorced,2133,Y,Yes,16,Average,20,20,11,0,7.0
RM1377,38,36-45,No,Travel_Rarely,Research & Development,9,Life Sciences,Poor,Male,1,Research Scientist,Good,Divorced,4771,Y,No,19,Average,10,5,2,0,3.0
RM1392,38,36-45,No,Travel_Rarely,Sales,1,Life Sciences,Poor,Male,1,Sales Representative,Poor,Single,2858,Y,No,14,Average,20,1,0,0,0.0
RM1401,38,36-45,No,Travel_Frequently,Human Resources,1,Other,Good,Male,1,Human Resources,Poor,Married,2991,Y,Yes,11,Average,7,6,2,1,2.0
RM1417,38,36-45,No,Travel_Rarely,Sales,1,Life Sciences,Good,Male,2,Sales Executive,Poor,Married,4440,Y,No,15,Average,16,15,13,5,8.0
RM1419,38,36-45,No,Travel_Frequently,Research & Development,6,Life Sciences,Poor,Male,2,Manufacturing Director,Average,Married,5321,Y,No,11,Average,10,8,3,7,7.0
RM1431,38,36-45,No,Travel_Rarely,Research & Development,10,Medical,Poor,Female,3,Research Director,Average,Married,13206,Y,No,12,Average,20,18,16,1,11.0
RM1452,38,36-45,No,Travel_Rarely,Sales,10,Life Sciences,Poor,Female,2,Sales Executive,Good,Married,5343,Y,No,11,Average,10,10,7,1,9.0
RM034,39,36-45,Yes,Travel_Rarely,Sales,5,Technical Degree,Good,Male,2,Sales Representative,Good,Married,2086,Y,No,14,Average,19,1,0,0,0.0
RM138,39,36-45,No,Travel_Rarely,Sales,4,Life Sciences,Good,Female,2,Sales Executive,Average,Married,5902,Y,No,14,Average,17,15,11,5,9.0
RM241,39,36-45,No,Travel_Rarely,Research & Development,1,Medical,Average,Female,1,Laboratory Technician,Average,Divorced,2232,Y,No,14,Average,7,3,2,1,2.0
RM252,39,36-45,No,Travel_Frequently,Research & Development,2,Technical Degree,Average,Female,3,Healthcare Representative,Average,Single,10938,Y,No,25,Good,20,19,6,11,3.0
